participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.IRB,player.type,player.Q1,player.Q2,player.Q3,player.Q4,player.money_after_wage,player.firms_offer_accepted,player.worker_has_accepted_offer,player.wage_paid,player.transaction_number,player.wage,player.firms_worker_id,player.bid_number,player.number_of_offers_in_round,player.previous_wage,player.previous_bid_number,player.worker_selected_effort,player.worker_effort_level,player.firm_effort_level,player.effort_cost,player.ECU_payoff,player.ECU_payoff_total,player.accepted_highest_offer,player.bid_placement_of_accepted_offer,player.time_offered,player.time_bought,player.time_to_bought,player.time_to_effort,player.effort_start_time,player.auction_start_time,player.Instructions_Page_Number,player.wrong_string,player.previous_answers,player.worker_has_selected_effort,player.USD_payoff,player.USD_payoff_with_showup,player.First_Name,player.Last_Name,player.has_given_info,player.round_1_payoff,player.round_2_payoff,player.round_3_payoff,player.round_4_payoff,player.round_5_payoff,player.round_6_payoff,player.round_7_payoff,player.round_8_payoff,player.round_9_payoff,player.round_10_payoff,player.round_11_payoff,player.round_12_payoff,group.id_in_subsession,group.bid_number,group.transaction_number,group.highest_bid,group.wage_temp,group.bid_2,group.bid_3,group.bid_4,group.bid_5,group.bid_6,group.group_round_number,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,js0cgxek,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.6,1,,,218,1,Worker,15,0,0,,,,,,1,0,0,4,75,8,4,1,,-185,0,0,0.3,0,15,15,0,,14.882306098937988,16.413041591644287,1.5307354927062988,,1730746913.5398805,1730746853.476619,1,,,0,0.6,7.6,,,0,15,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
2,zp9wnugx,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,189,2,Firm,24,0,0,,,,,,1,0,0,3,65,9,3,1,,-185,0,0,0.4,0,24,24,0,,11.137967824935913,12.762118577957153,1.6241507530212402,,1730746913.5891602,1730746853.5062091,1,,,0,0.96,7.96,,,0,24,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
3,glshh3kt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,200,3,,7,0,0,,,,,,1,0,0,2,60,10,1,1,,-185,0,0,0.1,0,7,7,0,,3.536574363708496,10.300651550292969,6.764077186584473,,1730746913.644104,1730746853.520702,1,,,0,0.28,7.28,,,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
4,2gfzgvur,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,255,4,,28,0,0,,,,,,1,0,0,1,70,5,2,1,,-185,0,0,0.5,0,28,28,0,,4.929943799972534,6.9211602210998535,1.9912164211273193,,1730746913.6676662,1730746853.5513692,1,,,0,1.12,8.12,,,0,28,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
5,reex4bml,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,215,5,,38,0,1,,,,,,0,1,70,1,-1,0,-185,0,,,1,0.5,0,0,38,38,1,1,,,,33.85894203186035,1730746913.7386024,1730746853.5808055,1,,,0,1.52,8.52,,,0,38,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
6,qqupijg1,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,123,6,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730746913.7538838,1730746853.5975018,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
7,csxweuix,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,363,7,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730746913.816768,1730746853.655504,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
8,inmp9b03,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,233,8,,47,0,1,,,,,,0,1,75,4,-1,0,-185,0,,,1,0.3,0,0,47,47,1,1,,,,5.211832284927368,1730746913.8510654,1730746853.6979563,1,,,0,1.88,8.88,,,0,47,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
9,8i29hmgk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,301,9,,35,0,1,,,,,,0,1,65,3,-1,0,-185,0,,,1,0.4,0,0,35,35,1,1,,,,15.974706888198853,1730746913.8369389,1730746853.6665814,1,,,0,1.4,8.4,,,0,35,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
10,mf8ma437,,0,156,156,Gift_Exchange_Baseline,Experiment_End,29:28.3,1,,,263,10,,34,0,1,,,,,,0,1,60,2,-1,0,-185,0,,,1,0.1,0,0,34,34,1,1,,,,6.241029739379883,1730746913.3953798,1730746853.3290868,1,,,0,1.36,8.36,,,0,34,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,uu1uo738,,,,,0
1,js0cgxek,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.6,1,,,218,1,Worker,12,0,0,,,,,,1,0,0,4,85,8,4,1,,-185,0,0,0.3,0,12,27,0,,13.724050521850586,14.744330167770386,1.0202796459197998,,1730747035.690853,1730746975.5472271,1,,,0,1.08,8.08,,,0,15,12,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
2,zp9wnugx,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,189,2,Firm,32,0,0,,,,,,1,0,0,1,80,7,1,1,,-185,0,0,0.7,0,32,56,0,,2.3358075618743896,3.5761499404907227,1.240342378616333,,1730747035.7064753,1730746975.5921524,1,,,0,2.24,9.24,,,0,24,32,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
3,glshh3kt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,200,3,,8,0,0,,,,,,1,0,0,3,45,9,3,1,,-185,0,0,0.1,0,8,15,0,,9.693223714828491,10.395009279251099,0.7017855644226074,,1730747035.581504,1730746975.4747474,1,,,0,0.6,7.6,,,0,7,8,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
4,2gfzgvur,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,255,4,,61,0,0,,,,,,1,0,0,2,65,6,2,1,,-185,0,0,1,0,61,89,0,,3.531827688217163,7.380713224411011,3.8488855361938477,,1730747035.7533386,1730746975.6228166,1,,,0,3.56,10.56,,,0,28,61,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
5,reex4bml,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,215,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,38,0,,,,,,1730747035.6596103,1730746975.519746,1,,,0,1.52,8.52,,,0,38,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
6,qqupijg1,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,123,6,,21,0,1,,,,,,0,1,65,2,-1,0,-185,0,,,1,1,0,0,21,21,1,1,,,,12.522583484649658,1730747035.5033975,1730746975.4233932,1,,,0,0.84,7.84,,,0,0,21,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
7,csxweuix,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,363,7,,44,0,1,,,,,,0,1,80,1,-1,0,-185,0,,,1,0.7,0,0,44,44,1,1,,,,10.441735982894897,1730747035.628368,1730746975.4977856,1,,,0,1.76,8.76,,,0,0,44,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
8,inmp9b03,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,233,8,,57,0,1,,,,,,0,1,85,4,-1,0,-185,0,,,1,0.3,0,0,57,104,1,1,,,,4.6708903312683105,1730747035.4565332,1730746975.3935335,1,,,0,4.16,11.16,,,0,47,57,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
9,8i29hmgk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,301,9,,19,0,1,,,,,,0,1,45,3,-1,0,-185,0,,,1,0.1,0,0,19,54,1,1,,,,3.780477762,1730747035.4252906,1730746975.3638775,1,,,0,2.16,9.16,,,0,35,19,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
10,mf8ma437,,0,156,156,Gift_Exchange_Baseline,Experiment_End,29:28.3,1,,,263,10,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,34,0,,,,,,1730747035.5346398,1730746975.4408667,1,,,0,1.36,8.36,,,0,34,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,2,3,uu1uo738,,,,,0
1,js0cgxek,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.6,1,,,218,1,Worker,30,0,0,,,,,,1,0,0,2,50,5,3,1,,-185,0,0,0.4,0,30,57,0,,3.1390326023101807,3.2492055892944336,0.11017298698425293,,1730747136,1730747075.5956762,1,,,0,2.28,9.28,,,0,15,12,30,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
2,zp9wnugx,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,189,2,Firm,4,0,0,,,,,,1,0,0,1,85,10,1,1,,-185,0,0,0.1,0,4,60,0,,1.245311975479126,1.7171590328216553,0.4718470573425293,,1730747135.6222365,1730747075.5550263,1,,,0,2.4,9.4,,,0,24,32,4,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
3,glshh3kt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,200,3,,18,0,0,,,,,,1,0,0,3,35,7,2,1,,-185,0,0,0.2,0,18,33,0,,2.611799478530884,4.7337565422058105,2.1219570636749268,,1730747135.8721776,1730747075.7977803,1,,,0,1.32,8.32,,,0,7,8,18,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
4,2gfzgvur,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,255,4,,18,0,0,,,,,,1,0,0,4,65,9,4,1,,-185,0,0,0.3,0,18,107,0,,4.321746587753296,6.163596153259277,1.8418495655059814,,1730747135.856556,1730747075.7441368,1,,,0,4.28,11.28,,,0,28,61,18,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
5,reex4bml,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,215,5,,20,0,1,,,,,,0,1,50,2,-1,0,-185,0,,,1,0.4,0,0,20,58,1,1,,,,5.655336856842041,1730747135.7315862,1730747075.6381018,1,,,0,2.32,9.32,,,0,38,0,20,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
6,qqupijg1,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,123,6,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,21,0,,,,,,1730747135.7784503,1730747075.669096,1,,,0,0.84,7.84,,,0,0,21,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
7,csxweuix,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,363,7,,8,0,1,,,,,,0,1,35,3,-1,0,-185,0,,,1,0.2,0,0,8,52,0,2,,,,8.014153480529785,1730747135.8253138,1730747075.695178,1,,,0,2.08,9.08,,,0,0,44,8,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
8,inmp9b03,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,233,8,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,104,0,,,,,,1730747136,1730747075.5827112,1,,,0,4.16,11.16,,,0,47,57,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
9,8i29hmgk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,301,9,,37,0,1,,,,,,0,1,65,4,-1,0,-185,0,,,1,0.3,0,0,37,91,1,1,,,,7.358059883117676,1730747135.5753717,1730747075.5242584,1,,,0,3.64,10.64,,,0,35,19,37,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
10,mf8ma437,,0,156,156,Gift_Exchange_Baseline,Experiment_End,29:28.3,1,,,263,10,,59,0,1,,,,,,0,1,85,1,-1,0,-185,0,,,1,0.1,0,0,59,93,1,1,,,,3.3742012977600098,1730747135.7628284,1730747075.6540244,1,,,0,3.72,10.72,,,0,34,0,59,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,3,4,uu1uo738,,,,,0
1,js0cgxek,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.6,1,,,218,1,Worker,86,0,0,,,,,,1,0,0,1,40,6,1,1,,-185,0,0,1,0,86,143,0,,3.405444622039795,3.7803561687469482,0.3749115467071533,,1730747230.6439068,1730747170.584224,1,,,0,5.72,12.72,,,0,15,12,30,86,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
2,zp9wnugx,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,189,2,Firm,15,0,0,,,,,,1,0,0,4,75,7,4,1,,-185,0,0,0.3,0,15,75,0,,18.945026636123657,19.19359278678894,0.2485661506652832,,1730747230.7532573,1730747170.631087,1,,,0,3,10,,,0,24,32,4,15,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
3,glshh3kt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,200,3,,22,0,0,,,,,,1,0,0,2,70,9,2,1,,-185,0,0,0.4,0,22,55,0,,4.233372688293457,5.061566591262817,0.8281939029693604,,1730747230.6907718,1730747170.5998452,1,,,0,2.2,9.2,,,0,7,8,18,22,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
4,2gfzgvur,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,255,4,,7,0,0,,,,,,1,0,0,3,60,10,3,1,,-185,0,0,0.1,0,7,114,0,,7.201686143875122,7.592218637466431,0.3905324935913086,,1730747230.7688773,1730747170.6779516,1,,,0,4.56,11.56,,,0,28,61,18,7,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
5,reex4bml,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,215,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,58,0,,,,,,1730747230.9563334,1730747170.7560585,1,,,0,2.32,9.32,,,0,38,0,20,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
6,qqupijg1,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,123,6,,-4,0,1,,,,,,0,1,40,1,-1,0,-185,0,,,1,1,0,0,-4,17,1,1,,,,4.280237674713135,1730747230.7376351,1730747170.6467085,1,,,0,0.68,7.68,,,0,0,21,0,-4,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
7,csxweuix,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,363,7,,47,0,1,,,,,,0,1,75,4,-1,0,-185,0,,,1,0.3,0,0,47,99,1,1,,,,9.783278942108154,1730747230.8782263,1730747170.709194,1,,,0,3.96,10.96,,,0,0,44,8,47,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
8,inmp9b03,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,233,8,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,104,0,,,,,,1730747230.8001196,1730747170.6935725,1,,,0,4.16,11.16,,,0,47,57,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
9,8i29hmgk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,301,9,,40,0,1,,,,,,0,1,70,2,-1,0,-185,0,,,1,0.4,0,0,40,131,1,1,,,,5.802847146987915,1730747230.9875777,1730747170.771679,1,,,0,5.24,12.24,,,0,35,19,37,40,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
10,mf8ma437,,0,156,156,Gift_Exchange_Baseline,Experiment_End,29:28.3,1,,,263,10,,34,0,1,,,,,,0,1,60,3,-1,0,-185,0,,,1,0.1,0,0,34,127,1,1,,,,4.171361446380615,1730747230.9407132,1730747170.7404368,1,,,0,5.08,12.08,,,0,34,0,59,34,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,4,5,uu1uo738,,,,,0
1,js0cgxek,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.6,1,,,218,1,Worker,21,0,0,,,,,,1,0,0,2,55,5,2,1,,-185,0,0,0.3,0,21,164,0,,3.379140853881836,3.3015384674072266,-0.077602386,,1730747327.6604886,1730747267.6077478,1,,,0,6.56,13.56,,,0,15,12,30,86,21,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
2,zp9wnugx,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,189,2,Firm,23,0,0,,,,,,1,0,0,4,80,9,4,1,,-185,0,0,0.5,0,23,98,0,,10.12104058265686,10.24545168876648,0.12441110610961914,,1730747327.7542171,1730747267.6769314,1,,,0,3.92,10.92,,,0,24,32,4,15,23,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
3,glshh3kt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,200,3,,5,0,0,,,,,,1,0,0,1,75,7,1,1,,-185,0,0,0.1,0,5,60,0,,1.857691764831543,2.2495357990264893,0.3918440341949463,,1730747327.8167026,1730747267.7454486,1,,,0,2.4,9.4,,,0,7,8,18,22,5,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
4,2gfzgvur,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,255,4,,39,0,0,,,,,,1,0,0,3,70,6,3,1,,-185,0,0,0.7,0,39,153,0,,3.276449680328369,3.571955919265747,0.29550623893737793,,1730747327.8010814,1730747267.7314868,1,,,0,6.12,13.12,,,0,28,61,18,7,39,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
5,reex4bml,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,215,5,,27,0,1,,,,,,0,1,55,2,-1,0,-185,0,,,1,0.3,0,0,27,85,0,2,,,,6.061487913131714,1730747327.8635666,1730747267.7811313,1,,,0,3.4,10.4,,,0,38,0,20,0,27,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
6,qqupijg1,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.8,1,,,123,6,,34,0,1,,,,,,0,1,70,3,-1,0,-185,0,,,1,0.7,0,0,34,51,1,1,,,,4.7805399894714355,1730747327.9572947,1730747267.8734167,1,,,0,2.04,9.04,,,0,0,21,0,-4,34,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
7,csxweuix,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,363,7,,49,0,1,,,,,,0,1,75,1,-1,0,-185,0,,,1,0.1,0,0,49,148,1,1,,,,8.967451572418213,1730747327.9416738,1730747267.8456237,1,,,0,5.92,12.92,,,0,0,44,8,47,49,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
8,inmp9b03,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,233,8,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,104,0,,,,,,1730747327.879189,1730747267.8069088,1,,,0,4.16,11.16,,,0,47,57,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
9,8i29hmgk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,27:28.9,1,,,301,9,,48,0,1,,,,,,0,1,80,4,-1,0,-185,0,,,1,0.5,0,0,48,179,1,1,,,,5.389770030975342,1730747327.926052,1730747267.819758,1,,,0,7.16,14.16,,,0,35,19,37,40,48,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,5,6,uu1uo738,,,,,0
