participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.IRB,player.type,player.Q1,player.Q2,player.Q3,player.Q4,player.money_after_wage,player.firms_offer_accepted,player.worker_has_accepted_offer,player.wage_paid,player.transaction_number,player.wage,player.firms_worker_id,player.bid_number,player.number_of_offers_in_round,player.previous_wage,player.previous_bid_number,player.worker_selected_effort,player.worker_effort_level,player.firm_effort_level,player.effort_cost,player.ECU_payoff,player.ECU_payoff_total,player.accepted_highest_offer,player.bid_placement_of_accepted_offer,player.time_offered,player.time_bought,player.time_to_bought,player.time_to_effort,player.effort_start_time,player.auction_start_time,player.Instructions_Page_Number,player.wrong_string,player.previous_answers,player.worker_has_selected_effort,player.USD_payoff,player.USD_payoff_with_showup,player.First_Name,player.Last_Name,player.has_given_info,player.round_1_payoff,player.round_2_payoff,player.round_3_payoff,player.round_4_payoff,player.round_5_payoff,player.round_6_payoff,player.round_7_payoff,player.round_8_payoff,player.round_9_payoff,player.round_10_payoff,player.round_11_payoff,player.round_12_payoff,group.id_in_subsession,group.bid_number,group.transaction_number,group.highest_bid,group.wage_temp,group.bid_2,group.bid_3,group.bid_4,group.bid_5,group.bid_6,group.group_round_number,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,6u6ha5dk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,146,1,Worker,20,0,0,,,,,,1,0,0,2,60,10,3,1,,-185,0,0,0.3,0,20,20,0,,17.37450885772705,19.255157947540283,1.8806490898132324,,1730138433.4888208,1730138373.4247062,1,,,0,0.8,7.8,,,0,20,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
2,d0wt6xob,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,115,2,Firm,7,0,0,,,,,,1,0,0,3,60,8,4,1,,-185,0,0,0.1,0,7,7,0,,19.465450525283813,20.056058406829834,0.5906078815460205,,1730138433.545048,1730138373.455864,1,,,0,0.28,7.28,,,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
3,z570mrku,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,112,3,,7,0,0,,,,,,1,0,0,1,55,7,2,1,,-185,0,0,0.1,0,7,7,0,,13.071336507797241,16.772257804870605,3.7009212970733643,,1730138433.5629213,1730138373.4730637,1,,,0,0.28,7.28,,,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
4,9ebyvo7u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,108,4,,8,0,0,,,,,,1,0,0,4,50,9,1,1,,-185,0,0,0.1,0,8,8,0,,7.510143041610718,41.349698066711426,33.83955502510071,,1730138433.628518,1730138373.5005207,1,,,0,0.32,7.32,,,0,8,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
5,pb6uqh52,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,16,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730138433.6709278,1730138373.5341635,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
6,6u587x6y,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,87,6,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730138433.7126756,1730138373.549653,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
7,kv3cihb7,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,101,7,,29,0,1,,,,,,0,1,55,1,-1,0,-185,0,,,1,0.1,0,0,29,29,1,1,,,,35.75100541114807,1730138433.7284849,1730138373.586711,1,,,0,1.16,8.16,,,0,29,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
8,gtm3nn96,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,127,8,,34,0,1,,,,,,0,1,60,3,-1,0,-185,0,,,1,0.1,0,0,34,34,1,1,,,,3.9520394802093506,1730138433.7758124,1730138373.5998924,1,,,0,1.36,8.36,,,0,34,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
9,reknu6ba,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,121,9,,24,0,1,,,,,,0,1,50,4,-1,0,-185,0,,,1,0.1,0,0,24,24,1,1,,,,7.014320135116577,1730138433.790929,1730138373.628472,1,,,0,0.96,7.96,,,0,24,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
10,gcjjrgxt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,156,10,,32,0,1,,,,,,0,1,60,2,-1,0,-185,0,,,1,0.3,0,0,32,32,1,1,,,,3.551100969314575,1730138433.317169,1730138373.2454565,1,,,0,1.28,8.28,,,0,32,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,,0,0,0,0,0,1,2,zo11bd3s,,,,,0
1,6u6ha5dk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,146,1,Worker,22,0,0,,,,,,1,0,0,4,70,10,5,2,,3,0,0,0.4,0,22,42,0,,26.8188374,28.99975848197937,2.1809210777282715,,1730138556.685759,1730138496.593361,1,,,0,1.68,8.68,,,0,20,22,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
2,d0wt6xob,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,115,2,Firm,6,0,0,,,,,,1,0,0,3,65,8,4,1,,-185,0,0,0.1,0,6,13,0,,22.56892490386963,23.806698083877563,1.2377731800079346,,1730138556.7823834,1730138496.6567626,1,,,0,0.52,7.52,,,0,7,6,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
3,z570mrku,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,112,3,,10,0,0,,,,,,1,0,0,2,30,7,1,1,,-185,0,0,0.1,0,10,17,0,,6.132326126098633,17.03143334388733,10.899107217788696,,1730138556.5366588,1730138496.4769316,1,,,0,0.68,7.68,,,0,7,10,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
4,9ebyvo7u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,108,4,,7,0,0,,,,,,1,0,0,1,55,6,2,1,,-185,0,0,0.1,0,7,15,0,,8.663809299468994,10.384645223617554,1.7208359241485596,,1730138556.6111622,1730138496.5311337,1,,,0,0.6,7.6,,,0,8,7,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
5,pb6uqh52,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,16,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730138556.6281075,1730138496.5421035,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
6,6u587x6y,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,87,6,,29,0,1,,,,,,0,1,55,1,-1,0,-185,0,,,1,0.1,0,0,29,29,1,1,,,,4.960719347000122,1730138556.8162217,1730138496.691501,1,,,0,1.16,8.16,,,0,0,29,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
7,kv3cihb7,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,101,7,,4,0,1,,,,,,0,1,30,2,-1,0,-185,0,,,1,0.1,0,0,4,33,0,2,,,,11.76793622970581,1730138556.7416131,1730138496.6329772,1,,,0,1.32,8.32,,,0,29,4,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
8,gtm3nn96,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,127,8,,39,0,1,,,,,,0,1,65,3,-1,0,-185,0,,,1,0.1,0,0,39,73,1,1,,,,3.296229124069214,1730138556.7046921,1730138496.6062095,1,,,0,2.92,9.92,,,0,34,39,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
9,reknu6ba,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,121,9,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,24,0,,,,,,1730138556.7984574,1730138496.6795752,1,,,0,0.96,7.96,,,0,24,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
10,gcjjrgxt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,156,10,,40,0,1,,,,,,0,1,70,4,-1,0,-185,0,,,1,0.4,0,0,40,72,1,1,,,,2.4317665100097656,1730138556.5832996,1730138496.5056944,1,,,0,2.88,9.88,,,0,32,40,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,2,3,zo11bd3s,,,,,0
1,6u6ha5dk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,146,1,Worker,14,0,0,,,,,,1,0,0,3,55,10,4,1,,-185,0,0,0.2,0,14,56,0,,13.805811166763306,16.335268259048462,2.5294570922851562,,1730138655.642731,1730138595.5811841,1,,,0,2.24,9.24,,,0,20,22,14,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
2,d0wt6xob,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,115,2,Firm,17,0,0,,,,,,1,0,0,2,40,7,1,1,,-185,0,0,0.2,0,17,30,0,,2.4119269847869873,12.716663599014282,10.304736614227295,,1730138655.7262056,1730138595.6328633,1,,,0,1.2,8.2,,,0,7,6,17,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
3,z570mrku,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,112,3,,8,0,0,,,,,,1,0,0,1,50,9,3,2,,2,0,0,0.1,0,8,25,0,,7.335902690887451,8.873995780944824,1.538093090057373,,1730138656,1730138595.7794125,1,,,0,1,8,,,0,7,10,8,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
4,9ebyvo7u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,108,4,,8,0,0,,,,,,1,0,0,4,50,6,5,1,,-185,0,0,0.1,0,8,23,0,,21.334120750427246,23.049819707870483,1.7156989574432373,,1730138655.7411876,1730138595.644831,1,,,0,0.92,7.92,,,0,8,7,8,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
5,pb6uqh52,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,16,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730138655.6836295,1730138595.6071243,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
6,6u587x6y,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,87,6,,24,0,1,,,,,,0,1,50,4,-1,0,-185,0,,,1,0.1,0,0,24,53,1,1,,,,4.527140855789185,1730138655.900151,1730138595.7416074,1,,,0,2.12,9.12,,,0,0,29,24,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
7,kv3cihb7,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,101,7,,13,0,1,,,,,,0,1,40,2,-1,0,-185,0,,,1,0.2,0,0,13,46,1,1,,,,15.88256049156189,1730138655.8540688,1730138595.717432,1,,,0,1.84,8.84,,,0,29,4,13,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
8,gtm3nn96,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,127,8,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,73,0,,,,,,1730138655.884337,1730138595.7304866,1,,,0,2.92,9.92,,,0,34,39,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
9,reknu6ba,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,121,9,,24,0,1,,,,,,0,1,50,1,-1,0,-185,0,,,1,0.1,0,0,24,48,1,1,,,,9.792449474334717,1730138655.778104,1730138595.6545496,1,,,0,1.92,8.92,,,0,24,0,24,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
10,gcjjrgxt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,156,10,,28,0,1,,,,,,0,1,55,3,-1,0,-185,0,,,1,0.2,0,0,28,100,1,1,,,,3.8198952674865723,1730138655.8668385,1730138596,1,,,0,4,11,,,0,32,40,28,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,3,4,zo11bd3s,,,,,0
1,6u6ha5dk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,146,1,Worker,8,0,0,,,,,,1,0,0,1,45,7,3,1,,-185,0,0,0.1,0,8,64,0,,7.200733661651611,8.585587739944458,1.3848540782928467,,1730138758.8146918,1730138698.6820965,1,,,0,2.56,9.56,,,0,20,22,14,8,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
2,d0wt6xob,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,115,2,Firm,9,0,0,,,,,,1,0,0,4,35,6,1,1,,-185,0,0,0.1,0,9,39,0,,2.0540592670440674,25.341076850891113,23.287017583847046,,1730138758.5803723,1730138698.5205512,1,,,0,1.56,8.56,,,0,7,6,17,9,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
3,z570mrku,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,112,3,,8,0,0,,,,,,1,0,0,2,50,8,4,2,,2,0,0,0.1,0,8,33,0,,10.21512770652771,11.228501081466675,1.0133733749389648,,1730138758.830313,1730138698.7189207,1,,,0,1.32,8.32,,,0,7,10,8,8,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
4,9ebyvo7u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,108,4,,9,0,0,,,,,,1,0,0,3,40,10,5,1,,-185,0,0,0.1,0,9,32,0,,14.075640201568604,20.95632052,6.880680322647095,,1730138758.6272366,1730138698.5610654,1,,,0,1.28,8.28,,,0,8,7,8,9,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
5,pb6uqh52,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,16,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730138758.689721,1730138698.6075776,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
6,6u587x6y,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,87,6,,9,0,1,,,,,,0,1,35,4,-1,0,-185,0,,,1,0.1,0,0,9,62,1,1,,,,3.421065330505371,1730138758.7990701,1730138698.6683874,1,,,0,2.48,9.48,,,0,0,29,24,9,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
7,kv3cihb7,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,101,7,,19,0,1,,,,,,0,1,45,1,-1,0,-185,0,,,1,0.1,0,0,19,65,1,1,,,,2.2963316440582275,1730138758.7678277,1730138698.658574,1,,,0,2.6,9.6,,,0,29,4,13,19,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
8,gtm3nn96,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,127,8,,24,0,1,,,,,,0,1,50,2,-1,0,-185,0,,,1,0.1,0,0,24,97,1,1,,,,3.2648518085479736,1730138758.6116147,1730138698.5490975,1,,,0,3.88,10.88,,,0,34,39,0,24,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
9,reknu6ba,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,121,9,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,48,0,,,,,,1730138759,1730138698.5976052,1,,,0,1.92,8.92,,,0,24,0,24,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
10,gcjjrgxt,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,156,10,,14,0,1,,,,,,0,1,40,3,-1,0,-185,0,,,1,0.1,0,0,14,114,1,1,,,,2.2807111740112305,1730138758.7522058,1730138698.6476045,1,,,0,4.56,11.56,,,0,32,40,28,14,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,4,5,zo11bd3s,,,,,0
1,6u6ha5dk,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,146,1,Worker,16,0,0,,,,,,1,0,0,2,45,10,3,2,,1,0,0,0.2,0,16,80,0,,8.720249652862549,9.24359417,0.5233445167541504,,1730138849.6792123,1730138789.5809438,1,,,0,3.2,10.2,,,0,20,22,14,8,16,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
2,d0wt6xob,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.6,1,,,115,2,Firm,9,0,0,,,,,,1,0,0,1,40,9,2,1,,-185,0,0,0.1,0,9,48,0,,2.788851499557495,8.463043451309204,5.674191951751709,,1730138849.8822896,1730138789.7147655,1,,,0,1.92,8.92,,,0,7,6,17,9,9,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
3,z570mrku,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,112,3,,9,0,0,,,,,,1,0,0,3,35,8,4,1,,-185,0,0,0.1,0,9,42,0,,9.687530994415283,10.726393938064575,1.038862943649292,,1730138849.694833,1730138789.5978048,1,,,0,1.68,8.68,,,0,7,10,8,8,9,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
4,9ebyvo7u,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,108,4,,9,0,0,,,,,,1,0,0,4,35,7,5,1,,-185,0,0,0.1,0,9,41,0,,11.884427309036255,14.222767353057861,2.3383400440216064,,1730138849.7573185,1730138789.6659975,1,,,0,1.64,8.64,,,0,8,7,8,9,9,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
5,pb6uqh52,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,16,5,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,0,0,,,,,,1730138849.7416975,1730138789.652104,1,,,0,0,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
6,6u587x6y,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,87,6,,0,0,1,,,,,,0,0,0,0,-1,0,-185,0,,,0,0,0,0,0,62,0,,,,,,1730138849.9135313,1730138789.752803,1,,,0,2.48,9.48,,,0,0,29,24,9,0,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
7,kv3cihb7,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,101,7,,9,0,1,,,,,,0,1,35,4,-1,0,-185,0,,,1,0.1,0,0,9,74,1,1,,,,3.608520508,1730138849.9447742,1730138789.789885,1,,,0,2.96,9.96,,,0,29,4,13,19,9,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
8,gtm3nn96,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,127,8,,9,0,1,,,,,,0,1,35,3,-1,0,-185,0,,,1,0.1,0,0,9,106,1,1,,,,1.9995250701904297,1730138849.8822896,1730138789.7305393,1,,,0,4.24,11.24,,,0,34,39,0,24,9,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
9,reknu6ba,,0,156,156,Gift_Exchange_Baseline,Experiment_End,25:26.7,1,,,121,9,,14,0,1,,,,,,0,1,40,1,-1,0,-185,0,,,1,0.1,0,0,14,62,1,1,,,,5.233136177062988,1730138849.9916382,1730138789.806908,1,,,0,2.48,9.48,,,0,24,0,24,0,14,0,0,0,0,0,0,0,1,5,4,0,,0,0,0,0,0,5,6,zo11bd3s,,,,,0
